

wavelength(nm), Y
1550.36, -15.4467
1550.35, -15.3277
1550.35, -15.2104
1550.35, -15.0948
1550.35, -14.9808
1550.35, -14.8684
1550.35, -14.7575
1550.35, -14.6482
1550.35, -14.5402
1550.35, -14.4338
1550.34, -14.3287
1550.34, -14.2249
1550.34, -14.1225
1550.34, -14.0214
1550.34, -13.9215
1550.34, -13.8229
1550.34, -13.7255
1550.34, -13.6293
1550.33, -13.5342
1550.33, -13.4403
1550.33, -13.3474
1550.33, -13.2557
1550.33, -13.165
1550.33, -13.0754
1550.33, -12.9867
1550.33, -12.8991
1550.33, -12.8124
1550.32, -12.7267
1550.32, -12.642
1550.32, -12.5581
1550.32, -12.4752
1550.32, -12.3932
1550.32, -12.312
1550.32, -12.2317
1550.32, -12.1522
1550.31, -12.0735
1550.31, -11.9957
1550.31, -11.9186
1550.31, -11.8423
1550.31, -11.7668
1550.31, -11.6921
1550.31, -11.6181
1550.31, -11.5448
1550.31, -11.4722
1550.3, -11.4003
1550.3, -11.3292
1550.3, -11.2587
1550.3, -11.1888
1550.3, -11.1197
1550.3, -11.0512
1550.3, -10.9833
1550.3, -10.916
1550.29, -10.8494
1550.29, -10.7834
1550.29, -10.718
1550.29, -10.6531
1550.29, -10.5889
1550.29, -10.5252
1550.29, -10.4621
1550.29, -10.3996
1550.29, -10.3376
1550.28, -10.2761
1550.28, -10.2152
1550.28, -10.1548
1550.28, -10.095
1550.28, -10.0356
1550.28, -9.97676
1550.28, -9.91841
1550.28, -9.86055
1550.27, -9.80318
1550.27, -9.74629
1550.27, -9.68986
1550.27, -9.63391
1550.27, -9.57842
1550.27, -9.52338
1550.27, -9.46879
1550.27, -9.41465
1550.27, -9.36095
1550.26, -9.30767
1550.26, -9.25483
1550.26, -9.20241
1550.26, -9.1504
1550.26, -9.09881
1550.26, -9.04763
1550.26, -8.99685
1550.26, -8.94646
1550.25, -8.89648
1550.25, -8.84688
1550.25, -8.79766
1550.25, -8.74883
1550.25, -8.70037
1550.25, -8.65228
1550.25, -8.60457
1550.25, -8.55721
1550.24, -8.51022
1550.24, -8.46358
1550.24, -8.41729
1550.24, -8.37136
1550.24, -8.32577
1550.24, -8.28051
1550.24, -8.2356
1550.24, -8.19102
1550.24, -8.14677
1550.23, -8.10285
1550.23, -8.05926
1550.23, -8.01598
1550.23, -7.97302
1550.23, -7.93038
1550.23, -7.88805
1550.23, -7.84603
1550.23, -7.80431
1550.22, -7.76289
1550.22, -7.72178
1550.22, -7.68096
1550.22, -7.64044
1550.22, -7.6002
1550.22, -7.56026
1550.22, -7.5206
1550.22, -7.48123
1550.22, -7.44213
1550.21, -7.40332
1550.21, -7.36478
1550.21, -7.32652
1550.21, -7.28852
1550.21, -7.2508
1550.21, -7.21334
1550.21, -7.17614
1550.21, -7.13921
1550.2, -7.10254
1550.2, -7.06612
1550.2, -7.02996
1550.2, -6.99405
1550.2, -6.9584
1550.2, -6.92299
1550.2, -6.88783
1550.2, -6.85292
1550.2, -6.81824
1550.19, -6.78381
1550.19, -6.74962
1550.19, -6.71567
1550.19, -6.68195
1550.19, -6.64847
1550.19, -6.61521
1550.19, -6.58219
1550.19, -6.5494
1550.18, -6.51683
1550.18, -6.48449
1550.18, -6.45237
1550.18, -6.42047
1550.18, -6.38879
1550.18, -6.35733
1550.18, -6.32609
1550.18, -6.29506
1550.18, -6.26425
1550.17, -6.23365
1550.17, -6.20326
1550.17, -6.17308
1550.17, -6.14311
1550.17, -6.11334
1550.17, -6.08378
1550.17, -6.05442
1550.17, -6.02527
1550.16, -5.99631
1550.16, -5.96756
1550.16, -5.939
1550.16, -5.91064
1550.16, -5.88248
1550.16, -5.85451
1550.16, -5.82673
1550.16, -5.79915
1550.16, -5.77176
1550.15, -5.74455
1550.15, -5.71754
1550.15, -5.69071
1550.15, -5.66407
1550.15, -5.63761
1550.15, -5.61134
1550.15, -5.58525
1550.15, -5.55934
1550.14, -5.53361
1550.14, -5.50806
1550.14, -5.48269
1550.14, -5.45749
1550.14, -5.43248
1550.14, -5.40763
1550.14, -5.38297
1550.14, -5.35847
1550.14, -5.33415
1550.13, -5.31
1550.13, -5.28602
1550.13, -5.26221
1550.13, -5.23857
1550.13, -5.21509
1550.13, -5.19178
1550.13, -5.16864
1550.13, -5.14566
1550.12, -5.12285
1550.12, -5.1002
1550.12, -5.07771
1550.12, -5.05539
1550.12, -5.03322
1550.12, -5.01122
1550.12, -4.98937
1550.12, -4.96768
1550.12, -4.94615
1550.11, -4.92478
1550.11, -4.90356
1550.11, -4.8825
1550.11, -4.86159
1550.11, -4.84083
1550.11, -4.82023
1550.11, -4.79978
1550.11, -4.77948
1550.1, -4.75933
1550.1, -4.73934
1550.1, -4.71949
1550.1, -4.69979
1550.1, -4.68024
1550.1, -4.66084
1550.1, -4.64158
1550.1, -4.62247
1550.1, -4.6035
1550.09, -4.58468
1550.09, -4.56601
1550.09, -4.54747
1550.09, -4.52908
1550.09, -4.51083
1550.09, -4.49273
1550.09, -4.47476
1550.09, -4.45694
1550.08, -4.43926
1550.08, -4.42171
1550.08, -4.4043
1550.08, -4.38704
1550.08, -4.36991
1550.08, -4.35292
1550.08, -4.33606
1550.08, -4.31934
1550.08, -4.30276
1550.07, -4.28631
1550.07, -4.26999
1550.07, -4.25381
1550.07, -4.23776
1550.07, -4.22185
1550.07, -4.20607
1550.07, -4.19042
1550.07, -4.1749
1550.06, -4.15952
1550.06, -4.14426
1550.06, -4.12914
1550.06, -4.11414
1550.06, -4.09928
1550.06, -4.08454
1550.06, -4.06993
1550.06, -4.05545
1550.06, -4.0411
1550.05, -4.02687
1550.05, -4.01277
1550.05, -3.9988
1550.05, -3.98496
1550.05, -3.97123
1550.05, -3.95764
1550.05, -3.94417
1550.05, -3.93082
1550.04, -3.9176
1550.04, -3.9045
1550.04, -3.89153
1550.04, -3.87867
1550.04, -3.86594
1550.04, -3.85334
1550.04, -3.84085
1550.04, -3.82849
1550.04, -3.81624
1550.03, -3.80412
1550.03, -3.79212
1550.03, -3.78024
1550.03, -3.76847
1550.03, -3.75683
1550.03, -3.74531
1550.03, -3.7339
1550.03, -3.72262
1550.02, -3.71145
1550.02, -3.7004
1550.02, -3.68947
1550.02, -3.67865
1550.02, -3.66795
1550.02, -3.65737
1550.02, -3.64691
1550.02, -3.63656
1550.02, -3.62632
1550.01, -3.61621
1550.01, -3.60621
1550.01, -3.59632
1550.01, -3.58655
1550.01, -3.57689
1550.01, -3.56735
1550.01, -3.55792
1550.01, -3.5486
1550, -3.5394
1550, -3.53031
1550, -3.52133
1550, -3.51247
1550, -3.50372
1550, -3.49508
1550, -3.48656
1550, -3.47814
1550, -3.46984
1549.99, -3.46165
1549.99, -3.45357
1549.99, -3.4456
1549.99, -3.43775
1549.99, -3.43
1549.99, -3.42236
1549.99, -3.41484
1549.99, -3.40742
1549.98, -3.40012
1549.98, -3.39292
1549.98, -3.38584
1549.98, -3.37886
1549.98, -3.37199
1549.98, -3.36523
1549.98, -3.35858
1549.98, -3.35204
1549.97, -3.34561
1549.97, -3.33928
1549.97, -3.33307
1549.97, -3.32696
1549.97, -3.32096
1549.97, -3.31507
1549.97, -3.30928
1549.97, -3.3036
1549.97, -3.29803
1549.96, -3.29257
1549.96, -3.28721
1549.96, -3.28197
1549.96, -3.27682
1549.96, -3.27179
1549.96, -3.26686
1549.96, -3.26204
1549.96, -3.25732
1549.95, -3.25271
1549.95, -3.2482
1549.95, -3.24381
1549.95, -3.23951
1549.95, -3.23533
1549.95, -3.23125
1549.95, -3.22727
1549.95, -3.2234
1549.95, -3.21964
1549.94, -3.21598
1549.94, -3.21242
1549.94, -3.20897
1549.94, -3.20563
1549.94, -3.20239
1549.94, -3.19926
1549.94, -3.19623
1549.94, -3.1933
1549.93, -3.19048
1549.93, -3.18777
1549.93, -3.18516
1549.93, -3.18265
1549.93, -3.18025
1549.93, -3.17795
1549.93, -3.17575
1549.93, -3.17366
1549.93, -3.17168
1549.92, -3.1698
1549.92, -3.16802
1549.92, -3.16635
1549.92, -3.16478
1549.92, -3.16331
1549.92, -3.16195
1549.92, -3.16069
1549.92, -3.15954
1549.91, -3.15849
1549.91, -3.15754
1549.91, -3.1567
1549.91, -3.15596
1549.91, -3.15532
1549.91, -3.15479
1549.91, -3.15436
1549.91, -3.15404
1549.91, -3.15382
1549.9, -3.1537
1549.9, -3.15369
1549.9, -3.15378
1549.9, -3.15397
1549.9, -3.15427
1549.9, -3.15467
1549.9, -3.15518
1549.9, -3.15579
1549.89, -3.1565
1549.89, -3.15732
1549.89, -3.15823
1549.89, -3.15926
1549.89, -3.16039
1549.89, -3.16162
1549.89, -3.16295
1549.89, -3.16439
1549.89, -3.16593
1549.88, -3.16758
1549.88, -3.16933
1549.88, -3.17119
1549.88, -3.17314
1549.88, -3.17521
1549.88, -3.17737
1549.88, -3.17965
1549.88, -3.18202
1549.87, -3.1845
1549.87, -3.18709
1549.87, -3.18977
1549.87, -3.19257
1549.87, -3.19547
1549.87, -3.19847
1549.87, -3.20157
1549.87, -3.20479
1549.87, -3.2081
1549.86, -3.21153
1549.86, -3.21505
1549.86, -3.21868
1549.86, -3.22242
1549.86, -3.22626
1549.86, -3.23021
1549.86, -3.23426
1549.86, -3.23842
1549.85, -3.24269
1549.85, -3.24706
1549.85, -3.25153
1549.85, -3.25612
1549.85, -3.2608
1549.85, -3.2656
1549.85, -3.2705
1549.85, -3.27551
1549.85, -3.28062
1549.84, -3.28584
1549.84, -3.29117
1549.84, -3.2966
1549.84, -3.30215
1549.84, -3.30779
1549.84, -3.31355
1549.84, -3.31941
1549.84, -3.32538
1549.83, -3.33146
1549.83, -3.33765
1549.83, -3.34395
1549.83, -3.35035
1549.83, -3.35686
1549.83, -3.36348
1549.83, -3.37021
1549.83, -3.37705
1549.83, -3.384
1549.82, -3.39105
1549.82, -3.39822
1549.82, -3.4055
1549.82, -3.41288
1549.82, -3.42038
1549.82, -3.42798
1549.82, -3.4357
1549.82, -3.44352
1549.81, -3.45146
1549.81, -3.45951
1549.81, -3.46767
1549.81, -3.47594
1549.81, -3.48432
1549.81, -3.49282
1549.81, -3.50142
1549.81, -3.51014
1549.81, -3.51897
1549.8, -3.52792
1549.8, -3.53697
1549.8, -3.54614
1549.8, -3.55543
1549.8, -3.56482
1549.8, -3.57433
1549.8, -3.58396
1549.8, -3.5937
1549.79, -3.60355
1549.79, -3.61352
1549.79, -3.62361
1549.79, -3.63381
1549.79, -3.64412
1549.79, -3.65455
1549.79, -3.6651
1549.79, -3.67576
1549.79, -3.68655
1549.78, -3.69744
1549.78, -3.70846
1549.78, -3.71959
1549.78, -3.73084
1549.78, -3.74221
1549.78, -3.7537
1549.78, -3.76531
1549.78, -3.77704
1549.77, -3.78888
1549.77, -3.80085
1549.77, -3.81294
1549.77, -3.82514
1549.77, -3.83747
1549.77, -3.84992
1549.77, -3.86249
1549.77, -3.87518
1549.77, -3.888
1549.76, -3.90094
1549.76, -3.914
1549.76, -3.92718
1549.76, -3.94049
1549.76, -3.95392
1549.76, -3.96748
1549.76, -3.98116
1549.76, -3.99497
1549.75, -4.0089
1549.75, -4.02296
1549.75, -4.03715
1549.75, -4.05146
1549.75, -4.0659
1549.75, -4.08047
1549.75, -4.09516
1549.75, -4.10999
1549.75, -4.12494
1549.74, -4.14002
1549.74, -4.15524
1549.74, -4.17058
1549.74, -4.18606
1549.74, -4.20166
1549.74, -4.2174
1549.74, -4.23327
1549.74, -4.24927
1549.73, -4.26541
1549.73, -4.28168
1549.73, -4.29809
1549.73, -4.31463
1549.73, -4.3313
1549.73, -4.34811
1549.73, -4.36506
1549.73, -4.38214
1549.73, -4.39936
1549.72, -4.41672
1549.72, -4.43422
1549.72, -4.45186
1549.72, -4.46964
1549.72, -4.48755
1549.72, -4.50561
1549.72, -4.52381
1549.72, -4.54215
1549.71, -4.56064
1549.71, -4.57926
1549.71, -4.59803
1549.71, -4.61695
1549.71, -4.63601
1549.71, -4.65522
1549.71, -4.67457
1549.71, -4.69407
1549.71, -4.71372
1549.7, -4.73351
1549.7, -4.75346
1549.7, -4.77355
1549.7, -4.7938
1549.7, -4.81419
1549.7, -4.83474
1549.7, -4.85544
1549.7, -4.87629
1549.69, -4.8973
1549.69, -4.91846
1549.69, -4.93978
1549.69, -4.96126
1549.69, -4.98289
1549.69, -5.00468
1549.69, -5.02662
1549.69, -5.04873
1549.69, -5.071
1549.68, -5.09343
1549.68, -5.11602
1549.68, -5.13877
1549.68, -5.16169
1549.68, -5.18477
1549.68, -5.20802
1549.68, -5.23143
1549.68, -5.25501
1549.67, -5.27876
1549.67, -5.30267
1549.67, -5.32676
1549.67, -5.35102
1549.67, -5.37545
1549.67, -5.40005
1549.67, -5.42482
1549.67, -5.44977
1549.67, -5.4749
1549.66, -5.5002
1549.66, -5.52568
1549.66, -5.55134
1549.66, -5.57718
1549.66, -5.6032
1549.66, -5.62941
1549.66, -5.65579
1549.66, -5.68236
1549.65, -5.70912
1549.65, -5.73606
1549.65, -5.76319
1549.65, -5.79051
1549.65, -5.81801
1549.65, -5.84571
1549.65, -5.87361
1549.65, -5.90169
1549.64, -5.92997
1549.64, -5.95845
1549.64, -5.98712
1549.64, -6.016
1549.64, -6.04507
1549.64, -6.07435
1549.64, -6.10382
1549.64, -6.13351
1549.64, -6.16339
1549.63, -6.19349
1549.63, -6.22379
1549.63, -6.25431
1549.63, -6.28503
1549.63, -6.31597
1549.63, -6.34712
1549.63, -6.37849
1549.63, -6.41008
1549.62, -6.44188
1549.62, -6.47391
1549.62, -6.50616
1549.62, -6.53863
1549.62, -6.57133
1549.62, -6.60425
1549.62, -6.63741
1549.62, -6.67079
1549.62, -6.70441
1549.61, -6.73827
1549.61, -6.77236
1549.61, -6.80668
1549.61, -6.84125
1549.61, -6.87606
1549.61, -6.91112
1549.61, -6.94642
1549.61, -6.98196
1549.6, -7.01776
1549.6, -7.05381
1549.6, -7.09012
1549.6, -7.12668
1549.6, -7.1635
1549.6, -7.20058
1549.6, -7.23792
1549.6, -7.27553
1549.6, -7.3134
1549.59, -7.35155
1549.59, -7.38996
1549.59, -7.42866
1549.59, -7.46762
1549.59, -7.50687
1549.59, -7.5464
1549.59, -7.58622
1549.59, -7.62632
1549.58, -7.66672
1549.58, -7.7074
1549.58, -7.74838
1549.58, -7.78966
1549.58, -7.83124
1549.58, -7.87313
1549.58, -7.91532
1549.58, -7.95782
1549.58, -8.00063
1549.57, -8.04376
1549.57, -8.08721
1549.57, -8.13098
1549.57, -8.17508
1549.57, -8.21951
1549.57, -8.26427
1549.57, -8.30936
1549.57, -8.35479
1549.56, -8.40057
1549.56, -8.4467
1549.56, -8.49317
1549.56, -8.54
1549.56, -8.58718
1549.56, -8.63473
1549.56, -8.68264
1549.56, -8.73093
1549.56, -8.77958
1549.55, -8.82862
1549.55, -8.87803
1549.55, -8.92784
1549.55, -8.97803
1549.55, -9.02863
1549.55, -9.07962
1549.55, -9.13101
1549.55, -9.18282
1549.54, -9.23504
1549.54, -9.28768
1549.54, -9.34075
1549.54, -9.39424
1549.54, -9.44818
1549.54, -9.50255
1549.54, -9.55737
1549.54, -9.61264
1549.54, -9.66837
1549.53, -9.72457
1549.53, -9.78123
1549.53, -9.83837
1549.53, -9.89599
1549.53, -9.9541
1549.53, -10.0127
1549.53, -10.0718
1549.53, -10.1314
1549.52, -10.1916
1549.52, -10.2522
1549.52, -10.3134
1549.52, -10.3751
1549.52, -10.4374
1549.52, -10.5002
1549.52, -10.5636
1549.52, -10.6276
1549.52, -10.6921
1549.51, -10.7572
1549.51, -10.823
1549.51, -10.8893
1549.51, -10.9562
1549.51, -11.0238
1549.51, -11.092
1549.51, -11.1608
1549.51, -11.2303
1549.5, -11.3005
1549.5, -11.3713
1549.5, -11.4429
1549.5, -11.5151
1549.5, -11.588
1549.5, -11.6617
1549.5, -11.736
1549.5, -11.8112
1549.5, -11.8871
1549.49, -11.9637
1549.49, -12.0412
1549.49, -12.1194
1549.49, -12.1985
1549.49, -12.2784
1549.49, -12.3591
1549.49, -12.4408
1549.49, -12.5232
1549.48, -12.6066
1549.48, -12.6909
1549.48, -12.7761
1549.48, -12.8623
1549.48, -12.9494
1549.48, -13.0376
1549.48, -13.1267
1549.48, -13.2169
1549.48, -13.3081
1549.47, -13.4004
1549.47, -13.4937
1549.47, -13.5882
1549.47, -13.6839
1549.47, -13.7807
1549.47, -13.8787
1549.47, -13.9779
1549.47, -14.0784
1549.46, -14.1802
1549.46, -14.2832
1549.46, -14.3876
1549.46, -14.4934
1549.46, -14.6006
1549.46, -14.7093
1549.46, -14.8194
1549.46, -14.931
1549.46, -15.0442
1549.45, -15.159
1549.45, -15.2755
1549.45, -15.3936
1549.45, -15.5134
1549.45, -15.6351
1549.45, -15.7585
1549.45, -15.8839
1549.45, -16.0112
1549.44, -16.1405
1549.44, -16.2718
1549.44, -16.4053
1549.44, -16.5409
1549.44, -16.6788
1549.44, -16.8191
1549.44, -16.9617
1549.44, -17.1068
1549.44, -17.2545
1549.43, -17.4049
1549.43, -17.558
1549.43, -17.7139
1549.43, -17.8728
1549.43, -18.0348
1549.43, -18.2
1549.43, -18.3684
1549.43, -18.5403
1549.42, -18.7158
1549.42, -18.895
1549.42, -19.0781
1549.42, -19.2652
1549.42, -19.4565
1549.42, -19.6522
1549.42, -19.8526
1549.42, -20.0578
1549.42, -20.268
1549.41, -20.4836
1549.41, -20.7047
1549.41, -20.9318
1549.41, -21.165
1549.41, -21.4047
1549.41, -21.6514
1549.41, -21.9054
1549.41, -22.1671
1549.4, -22.437
1549.4, -22.7157
1549.4, -23.0037
1549.4, -23.3016
1549.4, -23.6103
1549.4, -23.9303
1549.4, -24.2627
1549.4, -24.6085
1549.4, -24.9686
1549.39, -25.3443
1549.39, -25.7371
1549.39, -26.1485
1549.39, -26.5804
1549.39, -27.0348
1549.39, -27.5144
1549.39, -28.022
1549.39, -28.5609
1549.38, -29.1354
1549.38, -29.7502
1549.38, -30.4116
1549.38, -31.127
1549.38, -31.9059
1549.38, -32.7603
1549.38, -33.7062
1549.38, -34.7648
1549.38, -35.9654
1549.37, -37.35
1549.37, -38.9799
1549.37, -40.9476
1549.37, -43.3876
1549.37, -46.4196
1549.37, -49.4701
1549.37, -49.4634
1549.37, -46.4096
1549.36, -43.3794
1549.36, -40.9411
1549.36, -38.9746
1549.36, -37.3456
1549.36, -35.9617
1549.36, -34.7616
1549.36, -33.7034
1549.36, -32.7579
1549.36, -31.9038
1549.35, -31.1251
1549.35, -30.41
1549.35, -29.7487
1549.35, -29.134
1549.35, -28.5597
1549.35, -28.0209
1549.35, -27.5135
1549.35, -27.034
1549.34, -26.5797
1549.34, -26.1479
1549.34, -25.7366
1549.34, -25.3439
1549.34, -24.9682
1549.34, -24.6082
1549.34, -24.2626
1549.34, -23.9302
1549.34, -23.6102
1549.33, -23.3017
1549.33, -23.0038
1549.33, -22.7158
1549.33, -22.4372
1549.33, -22.1674
1549.33, -21.9057
1549.33, -21.6518
1549.33, -21.4052
1549.32, -21.1655
1549.32, -20.9323
1549.32, -20.7054
1549.32, -20.4843
1549.32, -20.2687
1549.32, -20.0585
1549.32, -19.8534
1549.32, -19.6531
1549.32, -19.4574
1549.31, -19.2661
1549.31, -19.0791
1549.31, -18.896
1549.31, -18.7169
1549.31, -18.5415
1549.31, -18.3696
1549.31, -18.2012
1549.31, -18.0361
1549.3, -17.8741
1549.3, -17.7153
1549.3, -17.5594
1549.3, -17.4063
1549.3, -17.256
1549.3, -17.1083
1549.3, -16.9632
1549.3, -16.8206
1549.3, -16.6805
1549.29, -16.5426
1549.29, -16.407
1549.29, -16.2735
1549.29, -16.1422
1549.29, -16.013
1549.29, -15.8857
1549.29, -15.7604
1549.29, -15.637
1549.28, -15.5154
1549.28, -15.3956
1549.28, -15.2775
1549.28, -15.1611
1549.28, -15.0464
1549.28, -14.9332
1549.28, -14.8216
1549.28, -14.7115
1549.28, -14.6029
1549.27, -14.4958
1549.27, -14.39
1549.27, -14.2856
1549.27, -14.1826
1549.27, -14.0809
1549.27, -13.9804
1549.27, -13.8812
1549.27, -13.7833
1549.26, -13.6865
1549.26, -13.5909
1549.26, -13.4964
1549.26, -13.4031
1549.26, -13.3108
1549.26, -13.2197
1549.26, -13.1295
1549.26, -13.0404
1549.26, -12.9524
1549.25, -12.8653
1549.25, -12.7791
1549.25, -12.6939
1549.25, -12.6097
1549.25, -12.5263
1549.25, -12.4439
1549.25, -12.3623
1549.25, -12.2816
1549.24, -12.2017
1549.24, -12.1227
1549.24, -12.0445
1549.24, -11.9671
1549.24, -11.8904
1549.24, -11.8146
1549.24, -11.7395
1549.24, -11.6651
1549.24, -11.5915
1549.23, -11.5186
1549.23, -11.4465
1549.23, -11.375
1549.23, -11.3042
1549.23, -11.234
1549.23, -11.1646
1549.23, -11.0958
1549.23, -11.0276
1549.22, -10.9601
1549.22, -10.8932
1549.22, -10.8269
1549.22, -10.7612
1549.22, -10.6961
1549.22, -10.6316
1549.22, -10.5677
1549.22, -10.5043
1549.22, -10.4415
1549.21, -10.3793
1549.21, -10.3176
1549.21, -10.2565
1549.21, -10.1958
1549.21, -10.1357
1549.21, -10.0762
1549.21, -10.0171
1549.21, -9.95851
1549.2, -9.90043
1549.2, -9.84284
1549.2, -9.78574
1549.2, -9.72911
1549.2, -9.67295
1549.2, -9.61725
1549.2, -9.56202
1549.2, -9.50723
1549.2, -9.45289
1549.19, -9.39899
1549.19, -9.34553
1549.19, -9.2925
1549.19, -9.23989
1549.19, -9.1877
1549.19, -9.13593
1549.19, -9.08457
1549.19, -9.03361
1549.18, -8.98306
1549.18, -8.93289
1549.18, -8.88312
1549.18, -8.83374
1549.18, -8.78474
1549.18, -8.73612
1549.18, -8.68787
1549.18, -8.63999
1549.18, -8.59248
1549.17, -8.54533
1549.17, -8.49853
1549.17, -8.45209
1549.17, -8.406
1549.17, -8.36026
1549.17, -8.31486
1549.17, -8.2698
1549.17, -8.22507
1549.16, -8.18068
1549.16, -8.13662
1549.16, -8.09288
1549.16, -8.04946
1549.16, -8.00637
1549.16, -7.96359
1549.16, -7.92112
1549.16, -7.87896
1549.15, -7.83711
1549.15, -7.79556
1549.15, -7.75432
1549.15, -7.71337
1549.15, -7.67272
1549.15, -7.63236
1549.15, -7.59229
1549.15, -7.55251
1549.15, -7.51301
1549.14, -7.4738
1549.14, -7.43486
1549.14, -7.39621
1549.14, -7.35782
1549.14, -7.31971
1549.14, -7.28187
1549.14, -7.2443
1549.14, -7.20699
1549.13, -7.16994
1549.13, -7.13316
1549.13, -7.09663
1549.13, -7.06036
1549.13, -7.02434
1549.13, -6.98858
1549.13, -6.95306
1549.13, -6.9178
1549.13, -6.88278
1549.12, -6.848
1549.12, -6.81347
1549.12, -6.77917
1549.12, -6.74512
1549.12, -6.7113
1549.12, -6.67771
1549.12, -6.64436
1549.12, -6.61124
1549.11, -6.57834
1549.11, -6.54568
1549.11, -6.51324
1549.11, -6.48102
1549.11, -6.44903
1549.11, -6.41726
1549.11, -6.38571
1549.11, -6.35437
1549.11, -6.32325
1549.1, -6.29235
1549.1, -6.26166
1549.1, -6.23118
1549.1, -6.20091
1549.1, -6.17084
1549.1, -6.14099
1549.1, -6.11134
1549.1, -6.08189
1549.09, -6.05265
1549.09, -6.02361
1549.09, -5.99477
1549.09, -5.96613
1549.09, -5.93769
1549.09, -5.90944
1549.09, -5.88139
1549.09, -5.85353
1549.09, -5.82586
1549.08, -5.79839
1549.08, -5.7711
1549.08, -5.744
1549.08, -5.71709
1549.08, -5.69037
1549.08, -5.66384
1549.08, -5.63748
1549.08, -5.61131
1549.07, -5.58533
1549.07, -5.55952
1549.07, -5.53389
1549.07, -5.50844
1549.07, -5.48317
1549.07, -5.45808
1549.07, -5.43316
1549.07, -5.40842
1549.07, -5.38385
1549.06, -5.35946
1549.06, -5.33523
1549.06, -5.31118
1549.06, -5.28729
1549.06, -5.26358
1549.06, -5.24003
1549.06, -5.21665
1549.06, -5.19344
1549.05, -5.17039
1549.05, -5.1475
1549.05, -5.12478
1549.05, -5.10223
1549.05, -5.07983
1549.05, -5.05759
1549.05, -5.03552
1549.05, -5.01361
1549.05, -4.99185
1549.04, -4.97025
1549.04, -4.94881
1549.04, -4.92752
1549.04, -4.9064
1549.04, -4.88542
1549.04, -4.8646
1549.04, -4.84393
1549.04, -4.82342
1549.03, -4.80305
1549.03, -4.78284
1549.03, -4.76278
1549.03, -4.74287
1549.03, -4.7231
1549.03, -4.70349
1549.03, -4.68402
1549.03, -4.6647
1549.03, -4.64553
1549.02, -4.6265
1549.02, -4.60762
1549.02, -4.58888
1549.02, -4.57028
1549.02, -4.55183
1549.02, -4.53352
1549.02, -4.51536
1549.02, -4.49733
1549.01, -4.47945
1549.01, -4.4617
1549.01, -4.4441
1549.01, -4.42663
1549.01, -4.40931
1549.01, -4.39212
1549.01, -4.37506
1549.01, -4.35815
1549.01, -4.34137
1549, -4.32473
1549, -4.30822
1549, -4.29185
1549, -4.27561
1549, -4.25951
1549, -4.24353
1549, -4.2277
1549, -4.21199
1548.99, -4.19642
1548.99, -4.18097
1548.99, -4.16566
1548.99, -4.15048
1548.99, -4.13543
1548.99, -4.12051
1548.99, -4.10571
1548.99, -4.09105
1548.99, -4.07651
1548.98, -4.06211
1548.98, -4.04783
1548.98, -4.03367
1548.98, -4.01965
1548.98, -4.00574
1548.98, -3.99197
1548.98, -3.97832
1548.98, -3.96479
1548.97, -3.95139
1548.97, -3.93812
1548.97, -3.92496
1548.97, -3.91194
1548.97, -3.89903
1548.97, -3.88625
1548.97, -3.87359
1548.97, -3.86105
1548.97, -3.84863
1548.96, -3.83633
1548.96, -3.82416
1548.96, -3.8121
1548.96, -3.80017
1548.96, -3.78835
1548.96, -3.77666
1548.96, -3.76508
1548.96, -3.75363
1548.95, -3.74229
1548.95, -3.73107
1548.95, -3.71997
1548.95, -3.70898
1548.95, -3.69811
1548.95, -3.68736
1548.95, -3.67673
1548.95, -3.66622
1548.95, -3.65582
1548.94, -3.64553
1548.94, -3.63536
1548.94, -3.62531
1548.94, -3.61537
1548.94, -3.60555
1548.94, -3.59584
1548.94, -3.58625
1548.94, -3.57677
1548.93, -3.56741
1548.93, -3.55815
1548.93, -3.54902
1548.93, -3.53999
1548.93, -3.53108
1548.93, -3.52228
1548.93, -3.51359
1548.93, -3.50502
1548.93, -3.49655
1548.92, -3.4882
1548.92, -3.47996
1548.92, -3.47184
1548.92, -3.46382
1548.92, -3.45591
1548.92, -3.44812
1548.92, -3.44043
1548.92, -3.43286
1548.91, -3.42539
1548.91, -3.41804
1548.91, -3.41079
1548.91, -3.40366
1548.91, -3.39663
1548.91, -3.38972
1548.91, -3.38291
1548.91, -3.37621
1548.91, -3.36962
1548.9, -3.36314
1548.9, -3.35677
1548.9, -3.35051
1548.9, -3.34435
1548.9, -3.3383
1548.9, -3.33236
1548.9, -3.32653
1548.9, -3.3208
1548.89, -3.31519
1548.89, -3.30967
1548.89, -3.30427
1548.89, -3.29897
1548.89, -3.29378
1548.89, -3.2887
1548.89, -3.28372
1548.89, -3.27885
1548.89, -3.27409
1548.88, -3.26943
1548.88, -3.26488
1548.88, -3.26044
1548.88, -3.2561
1548.88, -3.25186
1548.88, -3.24773
1548.88, -3.24371
1548.88, -3.23979
1548.87, -3.23598
1548.87, -3.23228
1548.87, -3.22867
1548.87, -3.22518
1548.87, -3.22179
1548.87, -3.2185
1548.87, -3.21532
1548.87, -3.21224
1548.87, -3.20927
1548.86, -3.2064
1548.86, -3.20364
1548.86, -3.20098
1548.86, -3.19843
1548.86, -3.19598
1548.86, -3.19363
1548.86, -3.19139
1548.86, -3.18925
1548.85, -3.18722
1548.85, -3.18529
1548.85, -3.18347
1548.85, -3.18175
